PlayerA,PlayerB,A>B,B>A
Bruce,Carpenter,0,10
Bruce,Choo,1,0
Bruce,Craig,0,0
Bruce,Cuddyer,1,0
Bruce,Freeman,0,10
Bruce,Goldschmidt,0,10
Bruce,Gomez,2,1
Bruce,Gonzalez,2,0
Bruce,Holliday,0,0
Bruce,Kershaw,2,7
Bruce,Kimbrel,2,2
Bruce,Martin,0,0
Bruce,McCutchen,0,10
Bruce,Molina,1,9
Bruce,Pence,0,0
Bruce,Posey,0,0
Bruce,Puig,0,0
Bruce,Ramirez,2,3
Bruce,Simmons,1,2
Bruce,Tulowitzki,0,0
Bruce,Votto,3,6
Bruce,Wainwright,0,0
Bruce,Werth,3,0
Carpenter,Choo,9,1
Carpenter,Craig,2,0
Carpenter,Cuddyer,3,0
Carpenter,Freeman,24,6
Carpenter,Goldschmidt,7,23
Carpenter,Gomez,13,2
Carpenter,Gonzalez,2,0
Carpenter,Holliday,1,0
Carpenter,Kershaw,17,9
Carpenter,Kimbrel,8,0
Carpenter,Martin,1,0
Carpenter,McCutchen,1,29
Carpenter,Molina,12,18
Carpenter,Pence,4,0
Carpenter,Posey,0,1
Carpenter,Puig,3,0
Carpenter,Ramirez,13,3
Carpenter,Simmons,6,0
Carpenter,Tulowitzki,3,0
Carpenter,Votto,13,14
Carpenter,Wainwright,1,0
Carpenter,Werth,11,0
Choo,Craig,1,0
Choo,Cuddyer,1,0
Choo,Freeman,0,10
Choo,Goldschmidt,0,10
Choo,Gomez,2,6
Choo,Gonzalez,0,0
Choo,Holliday,0,1
Choo,Kershaw,1,8
Choo,Kimbrel,0,1
Choo,Martin,0,0
Choo,McCutchen,0,10
Choo,Molina,2,8
Choo,Pence,2,0
Choo,Posey,0,0
Choo,Puig,0,0
Choo,Ramirez,2,0
Choo,Simmons,1,1
Choo,Tulowitzki,0,0
Choo,Votto,0,8
Choo,Wainwright,0,1
Choo,Werth,0,3
Craig,Cuddyer,0,0
Craig,Freeman,0,2
Craig,Goldschmidt,0,2
Craig,Gomez,0,1
Craig,Gonzalez,0,0
Craig,Holliday,0,0
Craig,Kershaw,0,2
Craig,Kimbrel,0,2
Craig,Martin,1,0
Craig,McCutchen,0,2
Craig,Molina,0,2
Craig,Pence,0,0
Craig,Posey,0,0
Craig,Puig,0,0
Craig,Ramirez,1,0
Craig,Simmons,0,0
Craig,Tulowitzki,0,0
Craig,Votto,0,0
Craig,Wainwright,0,0
Craig,Werth,0,0
Cuddyer,Freeman,0,3
Cuddyer,Goldschmidt,0,3
Cuddyer,Gomez,0,1
Cuddyer,Gonzalez,0,0
Cuddyer,Holliday,0,0
Cuddyer,Kershaw,0,3
Cuddyer,Kimbrel,0,0
Cuddyer,Martin,0,0
Cuddyer,McCutchen,0,3
Cuddyer,Molina,0,3
Cuddyer,Pence,0,0
Cuddyer,Posey,0,0
Cuddyer,Puig,0,0
Cuddyer,Ramirez,0,2
Cuddyer,Simmons,0,0
Cuddyer,Tulowitzki,0,0
Cuddyer,Votto,0,3
Cuddyer,Wainwright,0,0
Cuddyer,Werth,0,1
Freeman,Goldschmidt,2,28
Freeman,Gomez,12,3
Freeman,Gonzalez,2,0
Freeman,Holliday,1,0
Freeman,Kershaw,12,14
Freeman,Kimbrel,7,1
Freeman,Martin,1,0
Freeman,McCutchen,0,30
Freeman,Molina,5,25
Freeman,Pence,4,0
Freeman,Posey,1,0
Freeman,Puig,3,0
Freeman,Ramirez,12,4
Freeman,Simmons,6,0
Freeman,Tulowitzki,3,0
Freeman,Votto,11,16
Freeman,Wainwright,0,1
Freeman,Werth,11,0
Goldschmidt,Gomez,15,0
Goldschmidt,Gonzalez,2,0
Goldschmidt,Holliday,1,0
Goldschmidt,Kershaw,24,2
Goldschmidt,Kimbrel,7,1
Goldschmidt,Martin,1,0
Goldschmidt,McCutchen,0,30
Goldschmidt,Molina,17,13
Goldschmidt,Pence,4,0
Goldschmidt,Posey,1,0
Goldschmidt,Puig,3,0
Goldschmidt,Ramirez,14,2
Goldschmidt,Simmons,6,0
Goldschmidt,Tulowitzki,3,0
Goldschmidt,Votto,26,1
Goldschmidt,Wainwright,1,0
Goldschmidt,Werth,11,0
Gomez,Gonzalez,0,0
Gomez,Holliday,0,0
Gomez,Kershaw,0,13
Gomez,Kimbrel,0,2
Gomez,Martin,0,0
Gomez,McCutchen,0,15
Gomez,Molina,2,13
Gomez,Pence,2,0
Gomez,Posey,1,0
Gomez,Puig,0,1
Gomez,Ramirez,2,3
Gomez,Simmons,1,2
Gomez,Tulowitzki,2,0
Gomez,Votto,0,13
Gomez,Wainwright,1,0
Gomez,Werth,3,1
Gonzalez,Holliday,0,0
Gonzalez,Kershaw,0,1
Gonzalez,Kimbrel,1,0
Gonzalez,Martin,0,0
Gonzalez,McCutchen,0,2
Gonzalez,Molina,0,2
Gonzalez,Pence,0,0
Gonzalez,Posey,0,0
Gonzalez,Puig,0,0
Gonzalez,Ramirez,0,0
Gonzalez,Simmons,0,0
Gonzalez,Tulowitzki,0,0
Gonzalez,Votto,0,2
Gonzalez,Wainwright,0,0
Gonzalez,Werth,1,1
Holliday,Kershaw,0,1
Holliday,Kimbrel,0,0
Holliday,Martin,0,0
Holliday,McCutchen,0,1
Holliday,Molina,0,1
Holliday,Pence,0,0
Holliday,Posey,0,0
Holliday,Puig,0,0
Holliday,Ramirez,0,0
Holliday,Simmons,0,0
Holliday,Tulowitzki,0,0
Holliday,Votto,0,1
Holliday,Wainwright,0,0
Holliday,Werth,0,1
Kershaw,Kimbrel,4,2
Kershaw,Martin,1,0
Kershaw,McCutchen,0,26
Kershaw,Molina,12,14
Kershaw,Pence,3,0
Kershaw,Posey,1,0
Kershaw,Puig,1,1
Kershaw,Ramirez,8,5
Kershaw,Simmons,5,0
Kershaw,Tulowitzki,3,0
Kershaw,Votto,13,10
Kershaw,Wainwright,1,0
Kershaw,Werth,8,0
Kimbrel,Martin,1,0
Kimbrel,McCutchen,0,8
Kimbrel,Molina,0,8
Kimbrel,Pence,1,0
Kimbrel,Posey,0,0
Kimbrel,Puig,0,1
Kimbrel,Ramirez,2,3
Kimbrel,Simmons,0,0
Kimbrel,Tulowitzki,0,0
Kimbrel,Votto,2,4
Kimbrel,Wainwright,0,0
Kimbrel,Werth,2,0
Martin,McCutchen,0,1
Martin,Molina,0,1
Martin,Pence,0,0
Martin,Posey,0,0
Martin,Puig,0,0
Martin,Ramirez,0,1
Martin,Simmons,0,0
Martin,Tulowitzki,0,0
Martin,Votto,0,0
Martin,Wainwright,0,0
Martin,Werth,0,0
McCutchen,Molina,28,2
McCutchen,Pence,4,0
McCutchen,Posey,1,0
McCutchen,Puig,3,0
McCutchen,Ramirez,16,0
McCutchen,Simmons,6,0
McCutchen,Tulowitzki,3,0
McCutchen,Votto,27,0
McCutchen,Wainwright,1,0
McCutchen,Werth,11,0
Molina,Pence,4,0
Molina,Posey,1,0
Molina,Puig,2,1
Molina,Ramirez,14,2
Molina,Simmons,5,1
Molina,Tulowitzki,3,0
Molina,Votto,21,6
Molina,Wainwright,1,0
Molina,Werth,11,0
Pence,Posey,0,0
Pence,Puig,0,0
Pence,Ramirez,1,1
Pence,Simmons,0,0
Pence,Tulowitzki,1,0
Pence,Votto,0,4
Pence,Wainwright,0,0
Pence,Werth,1,0
Posey,Puig,0,0
Posey,Ramirez,0,0
Posey,Simmons,0,0
Posey,Tulowitzki,0,0
Posey,Votto,0,1
Posey,Wainwright,0,0
Posey,Werth,1,0
Puig,Ramirez,0,3
Puig,Simmons,1,0
Puig,Tulowitzki,0,0
Puig,Votto,1,2
Puig,Wainwright,0,0
Puig,Werth,1,0
Ramirez,Simmons,3,1
Ramirez,Tulowitzki,1,1
Ramirez,Votto,3,12
Ramirez,Wainwright,0,0
Ramirez,Werth,3,1
Simmons,Tulowitzki,0,0
Simmons,Votto,0,5
Simmons,Wainwright,0,0
Simmons,Werth,1,0
Tulowitzki,Votto,0,3
Tulowitzki,Wainwright,0,0
Tulowitzki,Werth,1,0
Votto,Wainwright,1,0
Votto,Werth,10,1
Wainwright,Werth,0,0
