TeamA,TeamB,A>B,B>A
alabama-crimson-tide,appalachian-state-mountaineers,63,0
alabama-crimson-tide,arkansas-razorbacks,63,0
alabama-crimson-tide,auburn-tigers,63,0
alabama-crimson-tide,baylor-bears,63,0
alabama-crimson-tide,byu-cougars,63,0
alabama-crimson-tide,cincinnati-bearcats,30,33
alabama-crimson-tide,coastal-carolina-chanticleers,63,0
alabama-crimson-tide,georgia-bulldogs,0,63
alabama-crimson-tide,houston-cougars,63,0
alabama-crimson-tide,iowa-hawkeyes,63,0
alabama-crimson-tide,iowa-state-cyclones,63,0
alabama-crimson-tide,kentucky-wildcats,63,0
alabama-crimson-tide,louisiana-lafayette-ragin-cajuns,63,0
alabama-crimson-tide,michigan-state-spartans,63,0
alabama-crimson-tide,michigan-wolverines,63,0
alabama-crimson-tide,north-carolina-state-wolfpack,63,0
alabama-crimson-tide,notre-dame-fighting-irish,63,0
alabama-crimson-tide,ohio-state-buckeyes,57,6
alabama-crimson-tide,oklahoma-sooners,31,32
alabama-crimson-tide,oklahoma-state-cowboys,62,1
alabama-crimson-tide,ole-miss-rebels,63,0
alabama-crimson-tide,oregon-ducks,59,4
alabama-crimson-tide,penn-state-nittany-lions,63,0
alabama-crimson-tide,pittsburgh-panthers,63,0
alabama-crimson-tide,purdue-boilermakers,63,0
alabama-crimson-tide,san-diego-state-aztecs,63,0
alabama-crimson-tide,southern-methodist-mustangs,63,0
alabama-crimson-tide,texas-am-aggies,63,0
alabama-crimson-tide,utah-utes,63,0
alabama-crimson-tide,utsa-roadrunners,63,0
alabama-crimson-tide,wake-forest-demon-deacons,63,0
alabama-crimson-tide,wisconsin-badgers,63,0
appalachian-state-mountaineers,arkansas-razorbacks,5,31
appalachian-state-mountaineers,auburn-tigers,1,60
appalachian-state-mountaineers,baylor-bears,1,60
appalachian-state-mountaineers,byu-cougars,0,63
appalachian-state-mountaineers,cincinnati-bearcats,0,63
appalachian-state-mountaineers,coastal-carolina-chanticleers,4,40
appalachian-state-mountaineers,georgia-bulldogs,0,63
appalachian-state-mountaineers,houston-cougars,0,61
appalachian-state-mountaineers,iowa-hawkeyes,6,54
appalachian-state-mountaineers,iowa-state-cyclones,7,7
appalachian-state-mountaineers,kentucky-wildcats,7,6
appalachian-state-mountaineers,louisiana-lafayette-ragin-cajuns,2,42
appalachian-state-mountaineers,michigan-state-spartans,0,63
appalachian-state-mountaineers,michigan-wolverines,0,63
appalachian-state-mountaineers,north-carolina-state-wolfpack,3,44
appalachian-state-mountaineers,notre-dame-fighting-irish,0,63
appalachian-state-mountaineers,ohio-state-buckeyes,0,63
appalachian-state-mountaineers,oklahoma-sooners,0,63
appalachian-state-mountaineers,oklahoma-state-cowboys,0,63
appalachian-state-mountaineers,ole-miss-rebels,0,63
appalachian-state-mountaineers,oregon-ducks,0,63
appalachian-state-mountaineers,penn-state-nittany-lions,3,39
appalachian-state-mountaineers,pittsburgh-panthers,5,44
appalachian-state-mountaineers,purdue-boilermakers,3,41
appalachian-state-mountaineers,san-diego-state-aztecs,5,22
appalachian-state-mountaineers,southern-methodist-mustangs,7,2
appalachian-state-mountaineers,texas-am-aggies,0,63
appalachian-state-mountaineers,utah-utes,6,11
appalachian-state-mountaineers,utsa-roadrunners,1,62
appalachian-state-mountaineers,wake-forest-demon-deacons,0,63
appalachian-state-mountaineers,wisconsin-badgers,3,47
arkansas-razorbacks,auburn-tigers,2,59
arkansas-razorbacks,baylor-bears,9,54
arkansas-razorbacks,byu-cougars,5,58
arkansas-razorbacks,cincinnati-bearcats,0,63
arkansas-razorbacks,coastal-carolina-chanticleers,19,35
arkansas-razorbacks,georgia-bulldogs,0,63
arkansas-razorbacks,houston-cougars,10,53
arkansas-razorbacks,iowa-hawkeyes,11,49
arkansas-razorbacks,iowa-state-cyclones,31,3
arkansas-razorbacks,kentucky-wildcats,32,3
arkansas-razorbacks,louisiana-lafayette-ragin-cajuns,19,35
arkansas-razorbacks,michigan-state-spartans,0,63
arkansas-razorbacks,michigan-wolverines,0,63
arkansas-razorbacks,north-carolina-state-wolfpack,22,34
arkansas-razorbacks,notre-dame-fighting-irish,0,63
arkansas-razorbacks,ohio-state-buckeyes,0,63
arkansas-razorbacks,oklahoma-sooners,0,63
arkansas-razorbacks,oklahoma-state-cowboys,0,63
arkansas-razorbacks,ole-miss-rebels,0,63
arkansas-razorbacks,oregon-ducks,0,63
arkansas-razorbacks,penn-state-nittany-lions,16,34
arkansas-razorbacks,pittsburgh-panthers,23,34
arkansas-razorbacks,purdue-boilermakers,21,32
arkansas-razorbacks,san-diego-state-aztecs,28,22
arkansas-razorbacks,southern-methodist-mustangs,32,1
arkansas-razorbacks,texas-am-aggies,0,63
arkansas-razorbacks,utah-utes,31,9
arkansas-razorbacks,utsa-roadrunners,7,55
arkansas-razorbacks,wake-forest-demon-deacons,1,62
arkansas-razorbacks,wisconsin-badgers,13,43
auburn-tigers,baylor-bears,35,28
auburn-tigers,byu-cougars,18,45
auburn-tigers,cincinnati-bearcats,0,63
auburn-tigers,coastal-carolina-chanticleers,43,19
auburn-tigers,georgia-bulldogs,0,63
auburn-tigers,houston-cougars,27,36
auburn-tigers,iowa-hawkeyes,32,31
auburn-tigers,iowa-state-cyclones,61,0
auburn-tigers,kentucky-wildcats,61,0
auburn-tigers,louisiana-lafayette-ragin-cajuns,46,16
auburn-tigers,michigan-state-spartans,1,62
auburn-tigers,michigan-wolverines,1,62
auburn-tigers,north-carolina-state-wolfpack,45,18
auburn-tigers,notre-dame-fighting-irish,0,63
auburn-tigers,ohio-state-buckeyes,0,63
auburn-tigers,oklahoma-sooners,0,63
auburn-tigers,oklahoma-state-cowboys,0,63
auburn-tigers,ole-miss-rebels,7,56
auburn-tigers,oregon-ducks,0,63
auburn-tigers,penn-state-nittany-lions,40,23
auburn-tigers,pittsburgh-panthers,54,9
auburn-tigers,purdue-boilermakers,54,9
auburn-tigers,san-diego-state-aztecs,58,5
auburn-tigers,southern-methodist-mustangs,61,0
auburn-tigers,texas-am-aggies,0,63
auburn-tigers,utah-utes,61,1
auburn-tigers,utsa-roadrunners,23,40
auburn-tigers,wake-forest-demon-deacons,12,51
auburn-tigers,wisconsin-badgers,45,17
baylor-bears,byu-cougars,27,36
baylor-bears,cincinnati-bearcats,0,63
baylor-bears,coastal-carolina-chanticleers,43,19
baylor-bears,georgia-bulldogs,0,63
baylor-bears,houston-cougars,27,36
baylor-bears,iowa-hawkeyes,36,27
baylor-bears,iowa-state-cyclones,61,0
baylor-bears,kentucky-wildcats,60,1
baylor-bears,louisiana-lafayette-ragin-cajuns,46,17
baylor-bears,michigan-state-spartans,0,63
baylor-bears,michigan-wolverines,0,63
baylor-bears,north-carolina-state-wolfpack,44,18
baylor-bears,notre-dame-fighting-irish,0,63
baylor-bears,ohio-state-buckeyes,0,63
baylor-bears,oklahoma-sooners,0,63
baylor-bears,oklahoma-state-cowboys,0,63
baylor-bears,ole-miss-rebels,2,61
baylor-bears,oregon-ducks,0,63
baylor-bears,penn-state-nittany-lions,46,17
baylor-bears,pittsburgh-panthers,51,12
baylor-bears,purdue-boilermakers,56,7
baylor-bears,san-diego-state-aztecs,57,4
baylor-bears,southern-methodist-mustangs,61,0
baylor-bears,texas-am-aggies,0,63
baylor-bears,utah-utes,58,4
baylor-bears,utsa-roadrunners,22,41
baylor-bears,wake-forest-demon-deacons,5,58
baylor-bears,wisconsin-badgers,46,16
byu-cougars,cincinnati-bearcats,0,63
byu-cougars,coastal-carolina-chanticleers,56,7
byu-cougars,georgia-bulldogs,0,63
byu-cougars,houston-cougars,48,15
byu-cougars,iowa-hawkeyes,49,14
byu-cougars,iowa-state-cyclones,60,3
byu-cougars,kentucky-wildcats,63,0
byu-cougars,louisiana-lafayette-ragin-cajuns,62,1
byu-cougars,michigan-state-spartans,1,62
byu-cougars,michigan-wolverines,0,63
byu-cougars,north-carolina-state-wolfpack,55,8
byu-cougars,notre-dame-fighting-irish,0,63
byu-cougars,ohio-state-buckeyes,0,63
byu-cougars,oklahoma-sooners,0,63
byu-cougars,oklahoma-state-cowboys,1,62
byu-cougars,ole-miss-rebels,9,54
byu-cougars,oregon-ducks,0,63
byu-cougars,penn-state-nittany-lions,56,7
byu-cougars,pittsburgh-panthers,60,3
byu-cougars,purdue-boilermakers,59,4
byu-cougars,san-diego-state-aztecs,62,1
byu-cougars,southern-methodist-mustangs,63,0
byu-cougars,texas-am-aggies,0,63
byu-cougars,utah-utes,63,0
byu-cougars,utsa-roadrunners,35,28
byu-cougars,wake-forest-demon-deacons,17,46
byu-cougars,wisconsin-badgers,55,8
cincinnati-bearcats,coastal-carolina-chanticleers,63,0
cincinnati-bearcats,georgia-bulldogs,0,63
cincinnati-bearcats,houston-cougars,63,0
cincinnati-bearcats,iowa-hawkeyes,63,0
cincinnati-bearcats,iowa-state-cyclones,63,0
cincinnati-bearcats,kentucky-wildcats,63,0
cincinnati-bearcats,louisiana-lafayette-ragin-cajuns,63,0
cincinnati-bearcats,michigan-state-spartans,62,1
cincinnati-bearcats,michigan-wolverines,62,1
cincinnati-bearcats,north-carolina-state-wolfpack,63,0
cincinnati-bearcats,notre-dame-fighting-irish,63,0
cincinnati-bearcats,ohio-state-buckeyes,51,12
cincinnati-bearcats,oklahoma-sooners,42,21
cincinnati-bearcats,oklahoma-state-cowboys,62,1
cincinnati-bearcats,ole-miss-rebels,63,0
cincinnati-bearcats,oregon-ducks,57,6
cincinnati-bearcats,penn-state-nittany-lions,63,0
cincinnati-bearcats,pittsburgh-panthers,63,0
cincinnati-bearcats,purdue-boilermakers,63,0
cincinnati-bearcats,san-diego-state-aztecs,63,0
cincinnati-bearcats,southern-methodist-mustangs,63,0
cincinnati-bearcats,texas-am-aggies,63,0
cincinnati-bearcats,utah-utes,63,0
cincinnati-bearcats,utsa-roadrunners,63,0
cincinnati-bearcats,wake-forest-demon-deacons,63,0
cincinnati-bearcats,wisconsin-badgers,63,0
coastal-carolina-chanticleers,georgia-bulldogs,0,63
coastal-carolina-chanticleers,houston-cougars,19,43
coastal-carolina-chanticleers,iowa-hawkeyes,15,46
coastal-carolina-chanticleers,iowa-state-cyclones,39,5
coastal-carolina-chanticleers,kentucky-wildcats,38,5
coastal-carolina-chanticleers,louisiana-lafayette-ragin-cajuns,33,21
coastal-carolina-chanticleers,michigan-state-spartans,0,63
coastal-carolina-chanticleers,michigan-wolverines,0,63
coastal-carolina-chanticleers,north-carolina-state-wolfpack,33,28
coastal-carolina-chanticleers,notre-dame-fighting-irish,0,63
coastal-carolina-chanticleers,ohio-state-buckeyes,0,63
coastal-carolina-chanticleers,oklahoma-sooners,0,63
coastal-carolina-chanticleers,oklahoma-state-cowboys,0,63
coastal-carolina-chanticleers,ole-miss-rebels,1,62
coastal-carolina-chanticleers,oregon-ducks,0,63
coastal-carolina-chanticleers,penn-state-nittany-lions,35,21
coastal-carolina-chanticleers,pittsburgh-panthers,35,21
coastal-carolina-chanticleers,purdue-boilermakers,34,25
coastal-carolina-chanticleers,san-diego-state-aztecs,38,13
coastal-carolina-chanticleers,southern-methodist-mustangs,40,1
coastal-carolina-chanticleers,texas-am-aggies,0,63
coastal-carolina-chanticleers,utah-utes,41,7
coastal-carolina-chanticleers,utsa-roadrunners,2,60
coastal-carolina-chanticleers,wake-forest-demon-deacons,1,62
coastal-carolina-chanticleers,wisconsin-badgers,27,33
georgia-bulldogs,houston-cougars,63,0
georgia-bulldogs,iowa-hawkeyes,63,0
georgia-bulldogs,iowa-state-cyclones,63,0
georgia-bulldogs,kentucky-wildcats,63,0
georgia-bulldogs,louisiana-lafayette-ragin-cajuns,63,0
georgia-bulldogs,michigan-state-spartans,63,0
georgia-bulldogs,michigan-wolverines,63,0
georgia-bulldogs,north-carolina-state-wolfpack,63,0
georgia-bulldogs,notre-dame-fighting-irish,63,0
georgia-bulldogs,ohio-state-buckeyes,63,0
georgia-bulldogs,oklahoma-sooners,63,0
georgia-bulldogs,oklahoma-state-cowboys,63,0
georgia-bulldogs,ole-miss-rebels,63,0
georgia-bulldogs,oregon-ducks,63,0
georgia-bulldogs,penn-state-nittany-lions,63,0
georgia-bulldogs,pittsburgh-panthers,63,0
georgia-bulldogs,purdue-boilermakers,63,0
georgia-bulldogs,san-diego-state-aztecs,63,0
georgia-bulldogs,southern-methodist-mustangs,63,0
georgia-bulldogs,texas-am-aggies,63,0
georgia-bulldogs,utah-utes,63,0
georgia-bulldogs,utsa-roadrunners,63,0
georgia-bulldogs,wake-forest-demon-deacons,63,0
georgia-bulldogs,wisconsin-badgers,63,0
houston-cougars,iowa-hawkeyes,29,34
houston-cougars,iowa-state-cyclones,58,4
houston-cougars,kentucky-wildcats,61,0
houston-cougars,louisiana-lafayette-ragin-cajuns,54,8
houston-cougars,michigan-state-spartans,1,62
houston-cougars,michigan-wolverines,0,63
houston-cougars,north-carolina-state-wolfpack,49,13
houston-cougars,notre-dame-fighting-irish,0,63
houston-cougars,ohio-state-buckeyes,0,63
houston-cougars,oklahoma-sooners,0,63
houston-cougars,oklahoma-state-cowboys,0,63
houston-cougars,ole-miss-rebels,2,61
houston-cougars,oregon-ducks,0,63
