TeamA,TeamB,A>B,B>A
alabama-crimson-tide,arizona-wildcats,62,0
alabama-crimson-tide,clemson-tigers,62,0
alabama-crimson-tide,florida-state-seminoles,0,62
alabama-crimson-tide,georgia-bulldogs,0,62
alabama-crimson-tide,iowa-hawkeyes,62,0
alabama-crimson-tide,james-madison-dukes,62,0
alabama-crimson-tide,kansas-jayhawks,62,0
alabama-crimson-tide,kansas-state-wildcats,62,0
alabama-crimson-tide,kentucky-wildcats,62,0
alabama-crimson-tide,liberty-flames,62,0
alabama-crimson-tide,louisville-cardinals,62,0
alabama-crimson-tide,lsu-tigers,62,0
alabama-crimson-tide,memphis-tigers,62,0
alabama-crimson-tide,miami-oh-redhawks,62,0
alabama-crimson-tide,michigan-wolverines,0,62
alabama-crimson-tide,missouri-tigers,62,0
alabama-crimson-tide,new-mexico-state-aggies,62,0
alabama-crimson-tide,north-carolina-state-wolfpack,62,0
alabama-crimson-tide,north-carolina-tar-heels,62,0
alabama-crimson-tide,notre-dame-fighting-irish,62,0
alabama-crimson-tide,ohio-state-buckeyes,4,58
alabama-crimson-tide,oklahoma-sooners,62,0
alabama-crimson-tide,oklahoma-state-cowboys,62,0
alabama-crimson-tide,ole-miss-rebels,62,0
alabama-crimson-tide,oregon-ducks,2,60
alabama-crimson-tide,oregon-state-beavers,62,0
alabama-crimson-tide,penn-state-nittany-lions,62,0
alabama-crimson-tide,southern-methodist-mustangs,62,0
alabama-crimson-tide,tennessee-volunteers,62,0
alabama-crimson-tide,texas-longhorns,3,59
alabama-crimson-tide,toledo-rockets,62,0
alabama-crimson-tide,troy-trojans,62,0
alabama-crimson-tide,tulane-green-wave,62,0
alabama-crimson-tide,utah-utes,62,0
alabama-crimson-tide,washington-huskies,0,62
arizona-wildcats,clemson-tigers,62,0
arizona-wildcats,florida-state-seminoles,0,62
arizona-wildcats,georgia-bulldogs,0,62
arizona-wildcats,iowa-hawkeyes,61,1
arizona-wildcats,james-madison-dukes,62,0
arizona-wildcats,kansas-jayhawks,62,0
arizona-wildcats,kansas-state-wildcats,62,0
arizona-wildcats,kentucky-wildcats,62,0
arizona-wildcats,liberty-flames,61,1
arizona-wildcats,louisville-cardinals,33,29
arizona-wildcats,lsu-tigers,12,50
arizona-wildcats,memphis-tigers,62,0
arizona-wildcats,miami-oh-redhawks,62,0
arizona-wildcats,michigan-wolverines,0,62
arizona-wildcats,missouri-tigers,1,61
arizona-wildcats,new-mexico-state-aggies,62,0
arizona-wildcats,north-carolina-state-wolfpack,62,0
arizona-wildcats,north-carolina-tar-heels,62,0
arizona-wildcats,notre-dame-fighting-irish,45,17
arizona-wildcats,ohio-state-buckeyes,0,62
arizona-wildcats,oklahoma-sooners,7,55
arizona-wildcats,oklahoma-state-cowboys,61,1
arizona-wildcats,ole-miss-rebels,2,60
arizona-wildcats,oregon-ducks,0,62
arizona-wildcats,oregon-state-beavers,61,1
arizona-wildcats,penn-state-nittany-lions,5,57
arizona-wildcats,southern-methodist-mustangs,62,0
arizona-wildcats,tennessee-volunteers,62,0
arizona-wildcats,texas-longhorns,0,62
arizona-wildcats,toledo-rockets,62,0
arizona-wildcats,troy-trojans,62,0
arizona-wildcats,tulane-green-wave,53,9
arizona-wildcats,utah-utes,62,0
arizona-wildcats,washington-huskies,0,62
clemson-tigers,florida-state-seminoles,0,62
clemson-tigers,georgia-bulldogs,0,62
clemson-tigers,iowa-hawkeyes,2,60
clemson-tigers,james-madison-dukes,21,34
clemson-tigers,kansas-jayhawks,24,1
clemson-tigers,kansas-state-wildcats,20,12
clemson-tigers,kentucky-wildcats,24,1
clemson-tigers,liberty-flames,8,54
clemson-tigers,louisville-cardinals,0,62
clemson-tigers,lsu-tigers,0,62
clemson-tigers,memphis-tigers,25,1
clemson-tigers,miami-oh-redhawks,25,1
clemson-tigers,michigan-wolverines,0,62
clemson-tigers,missouri-tigers,0,62
clemson-tigers,new-mexico-state-aggies,24,3
clemson-tigers,north-carolina-state-wolfpack,3,57
clemson-tigers,north-carolina-tar-heels,25,0
clemson-tigers,notre-dame-fighting-irish,0,62
clemson-tigers,ohio-state-buckeyes,0,62
clemson-tigers,oklahoma-sooners,0,62
clemson-tigers,oklahoma-state-cowboys,2,59
clemson-tigers,ole-miss-rebels,0,62
clemson-tigers,oregon-ducks,0,62
clemson-tigers,oregon-state-beavers,7,50
clemson-tigers,penn-state-nittany-lions,0,62
clemson-tigers,southern-methodist-mustangs,21,25
clemson-tigers,tennessee-volunteers,19,23
clemson-tigers,texas-longhorns,0,62
clemson-tigers,toledo-rockets,12,46
clemson-tigers,troy-trojans,24,3
clemson-tigers,tulane-green-wave,1,61
clemson-tigers,utah-utes,20,10
clemson-tigers,washington-huskies,0,62
