TeamA,TeamB,A>B,B>A
alabama-crimson-tide,arkansas-razorbacks,63,0
alabama-crimson-tide,auburn-tigers,63,0
alabama-crimson-tide,clemson-tigers,63,0
alabama-crimson-tide,colorado-buffaloes,63,0
alabama-crimson-tide,duke-blue-devils,63,0
alabama-crimson-tide,florida-state-seminoles,45,18
alabama-crimson-tide,fresno-state-bulldogs,63,0
alabama-crimson-tide,georgia-bulldogs,0,63
alabama-crimson-tide,houston-cougars,63,0
alabama-crimson-tide,illinois-fighting-illini,63,0
alabama-crimson-tide,iowa-hawkeyes,63,0
alabama-crimson-tide,iowa-state-cyclones,63,0
alabama-crimson-tide,james-madison-dukes,63,0
alabama-crimson-tide,kansas-state-wildcats,63,0
alabama-crimson-tide,kentucky-wildcats,63,0
alabama-crimson-tide,louisville-cardinals,63,0
alabama-crimson-tide,lsu-tigers,63,0
alabama-crimson-tide,miami-fl-hurricanes,63,0
alabama-crimson-tide,michigan-wolverines,10,53
alabama-crimson-tide,minnesota-golden-gophers,63,0
alabama-crimson-tide,mississippi-state-bulldogs,63,0
alabama-crimson-tide,north-carolina-state-wolfpack,63,0
alabama-crimson-tide,north-carolina-tar-heels,63,0
alabama-crimson-tide,notre-dame-fighting-irish,63,0
alabama-crimson-tide,ohio-state-buckeyes,52,11
alabama-crimson-tide,oklahoma-sooners,63,0
alabama-crimson-tide,ole-miss-rebels,63,0
alabama-crimson-tide,oregon-ducks,63,0
alabama-crimson-tide,oregon-state-beavers,63,0
alabama-crimson-tide,penn-state-nittany-lions,63,0
alabama-crimson-tide,pittsburgh-panthers,63,0
alabama-crimson-tide,tcu-horned-frogs,63,0
alabama-crimson-tide,tennessee-volunteers,63,0
alabama-crimson-tide,texas-am-aggies,63,0
alabama-crimson-tide,texas-longhorns,63,0
alabama-crimson-tide,texas-state-bobcats,63,0
alabama-crimson-tide,texas-tech-red-raiders,63,0
alabama-crimson-tide,troy-trojans,63,0
alabama-crimson-tide,tulane-green-wave,63,0
alabama-crimson-tide,ucf-knights,63,0
alabama-crimson-tide,ucla-bruins,63,0
alabama-crimson-tide,usc-trojans,58,5
alabama-crimson-tide,utah-utes,63,0
alabama-crimson-tide,washington-huskies,62,1
alabama-crimson-tide,washington-state-cougars,63,0
alabama-crimson-tide,wisconsin-badgers,63,0
alabama-crimson-tide,wyoming-cowboys,63,0
arkansas-razorbacks,auburn-tigers,6,1
arkansas-razorbacks,clemson-tigers,6,28
arkansas-razorbacks,colorado-buffaloes,4,50
arkansas-razorbacks,duke-blue-devils,2,58
arkansas-razorbacks,florida-state-seminoles,0,63
arkansas-razorbacks,fresno-state-bulldogs,6,1
arkansas-razorbacks,georgia-bulldogs,0,63
arkansas-razorbacks,houston-cougars,6,1
arkansas-razorbacks,illinois-fighting-illini,6,1
arkansas-razorbacks,iowa-hawkeyes,5,22
arkansas-razorbacks,iowa-state-cyclones,6,1
arkansas-razorbacks,james-madison-dukes,6,1
arkansas-razorbacks,kansas-state-wildcats,0,62
arkansas-razorbacks,kentucky-wildcats,6,3
arkansas-razorbacks,louisville-cardinals,6,1
arkansas-razorbacks,lsu-tigers,1,60
arkansas-razorbacks,miami-fl-hurricanes,6,2
arkansas-razorbacks,michigan-wolverines,0,63
arkansas-razorbacks,minnesota-golden-gophers,6,1
arkansas-razorbacks,mississippi-state-bulldogs,6,2
arkansas-razorbacks,north-carolina-state-wolfpack,6,1
arkansas-razorbacks,north-carolina-tar-heels,0,62
arkansas-razorbacks,notre-dame-fighting-irish,0,63
arkansas-razorbacks,ohio-state-buckeyes,0,63
arkansas-razorbacks,oklahoma-sooners,1,61
arkansas-razorbacks,ole-miss-rebels,3,57
arkansas-razorbacks,oregon-ducks,1,62
arkansas-razorbacks,oregon-state-beavers,3,60
arkansas-razorbacks,penn-state-nittany-lions,0,63
arkansas-razorbacks,pittsburgh-panthers,6,2
arkansas-razorbacks,tcu-horned-frogs,6,8
arkansas-razorbacks,tennessee-volunteers,0,63
arkansas-razorbacks,texas-am-aggies,3,48
arkansas-razorbacks,texas-longhorns,0,63
arkansas-razorbacks,texas-state-bobcats,6,2
arkansas-razorbacks,texas-tech-red-raiders,6,1
arkansas-razorbacks,troy-trojans,6,2
arkansas-razorbacks,tulane-green-wave,4,53
arkansas-razorbacks,ucf-knights,6,0
arkansas-razorbacks,ucla-bruins,6,15
arkansas-razorbacks,usc-trojans,0,63
arkansas-razorbacks,utah-utes,0,63
arkansas-razorbacks,washington-huskies,0,63
arkansas-razorbacks,washington-state-cougars,6,1
arkansas-razorbacks,wisconsin-badgers,1,60
arkansas-razorbacks,wyoming-cowboys,6,1
auburn-tigers,clemson-tigers,1,29
auburn-tigers,colorado-buffaloes,1,50
auburn-tigers,duke-blue-devils,0,59
auburn-tigers,florida-state-seminoles,0,63
auburn-tigers,fresno-state-bulldogs,1,1
auburn-tigers,georgia-bulldogs,0,63
auburn-tigers,houston-cougars,1,1
auburn-tigers,illinois-fighting-illini,1,1
auburn-tigers,iowa-hawkeyes,1,23
auburn-tigers,iowa-state-cyclones,1,1
auburn-tigers,james-madison-dukes,1,1
auburn-tigers,kansas-state-wildcats,1,61
auburn-tigers,kentucky-wildcats,1,5
auburn-tigers,louisville-cardinals,1,0
auburn-tigers,lsu-tigers,0,61
auburn-tigers,miami-fl-hurricanes,1,2
auburn-tigers,michigan-wolverines,0,63
auburn-tigers,minnesota-golden-gophers,1,2
auburn-tigers,mississippi-state-bulldogs,1,3
auburn-tigers,north-carolina-state-wolfpack,1,2
auburn-tigers,north-carolina-tar-heels,0,62
auburn-tigers,notre-dame-fighting-irish,0,63
auburn-tigers,ohio-state-buckeyes,0,63
auburn-tigers,oklahoma-sooners,0,62
auburn-tigers,ole-miss-rebels,0,60
auburn-tigers,oregon-ducks,0,63
auburn-tigers,oregon-state-beavers,0,63
