TeamA,TeamB,A>B,B>A
alabama-crimson-tide,appalachian-state-mountaineers,62,0
alabama-crimson-tide,arizona-wildcats,62,0
alabama-crimson-tide,auburn-tigers,62,0
alabama-crimson-tide,boise-state-broncos,62,0
alabama-crimson-tide,clemson-tigers,62,0
alabama-crimson-tide,colorado-buffaloes,62,0
alabama-crimson-tide,florida-state-seminoles,59,3
alabama-crimson-tide,georgia-bulldogs,0,62
alabama-crimson-tide,iowa-hawkeyes,62,0
alabama-crimson-tide,iowa-state-cyclones,62,0
alabama-crimson-tide,kansas-jayhawks,62,0
alabama-crimson-tide,kansas-state-wildcats,62,0
alabama-crimson-tide,kentucky-wildcats,62,0
alabama-crimson-tide,liberty-flames,62,0
alabama-crimson-tide,louisville-cardinals,62,0
alabama-crimson-tide,lsu-tigers,62,0
alabama-crimson-tide,memphis-tigers,62,0
alabama-crimson-tide,miami-fl-hurricanes,61,1
alabama-crimson-tide,michigan-wolverines,56,6
alabama-crimson-tide,missouri-tigers,59,3
alabama-crimson-tide,nebraska-cornhuskers,62,0
alabama-crimson-tide,north-carolina-state-wolfpack,62,0
alabama-crimson-tide,notre-dame-fighting-irish,54,8
alabama-crimson-tide,ohio-state-buckeyes,2,60
alabama-crimson-tide,oklahoma-sooners,62,0
alabama-crimson-tide,oklahoma-state-cowboys,62,0
alabama-crimson-tide,ole-miss-rebels,38,24
alabama-crimson-tide,oregon-ducks,3,59
alabama-crimson-tide,penn-state-nittany-lions,56,6
alabama-crimson-tide,southern-methodist-mustangs,62,0
alabama-crimson-tide,tennessee-volunteers,62,0
alabama-crimson-tide,texas-am-aggies,62,0
alabama-crimson-tide,texas-longhorns,8,54
alabama-crimson-tide,tulane-green-wave,62,0
alabama-crimson-tide,usc-trojans,62,0
alabama-crimson-tide,utah-utes,58,4
alabama-crimson-tide,utsa-roadrunners,62,0
alabama-crimson-tide,virginia-tech-hokies,62,0
alabama-crimson-tide,washington-huskies,62,0
alabama-crimson-tide,west-virginia-mountaineers,62,0
alabama-crimson-tide,wisconsin-badgers,62,0
appalachian-state-mountaineers,arizona-wildcats,2,49
appalachian-state-mountaineers,auburn-tigers,3,1
appalachian-state-mountaineers,boise-state-broncos,2,14
appalachian-state-mountaineers,clemson-tigers,0,62
appalachian-state-mountaineers,colorado-buffaloes,3,1
appalachian-state-mountaineers,florida-state-seminoles,0,62
appalachian-state-mountaineers,georgia-bulldogs,0,62
appalachian-state-mountaineers,iowa-hawkeyes,1,32
appalachian-state-mountaineers,iowa-state-cyclones,3,7
