TeamA,TeamB,A>B,B>A
air-force-falcons,alabama-crimson-tide,0,63
air-force-falcons,appalachian-state-mountaineers,2,2
air-force-falcons,arkansas-razorbacks,1,47
air-force-falcons,auburn-tigers,2,1
air-force-falcons,baylor-bears,0,62
air-force-falcons,boise-state-broncos,2,2
air-force-falcons,byu-cougars,1,38
air-force-falcons,cincinnati-bearcats,1,44
air-force-falcons,clemson-tigers,0,63
air-force-falcons,florida-gators,2,2
air-force-falcons,fresno-state-bulldogs,1,8
air-force-falcons,georgia-bulldogs,0,63
air-force-falcons,houston-cougars,1,43
air-force-falcons,iowa-hawkeyes,1,31
air-force-falcons,kansas-state-wildcats,2,3
air-force-falcons,kentucky-wildcats,1,52
air-force-falcons,lsu-tigers,2,9
air-force-falcons,miami-fl-hurricanes,0,52
air-force-falcons,michigan-state-spartans,1,59
air-force-falcons,michigan-wolverines,0,63
air-force-falcons,minnesota-golden-gophers,2,7
air-force-falcons,mississippi-state-bulldogs,2,4
air-force-falcons,nebraska-cornhuskers,2,0
air-force-falcons,north-carolina-state-wolfpack,0,62
air-force-falcons,north-carolina-tar-heels,2,2
air-force-falcons,notre-dame-fighting-irish,0,63
air-force-falcons,ohio-state-buckeyes,0,63
air-force-falcons,oklahoma-sooners,0,63
air-force-falcons,oklahoma-state-cowboys,0,62
air-force-falcons,ole-miss-rebels,1,42
air-force-falcons,oregon-ducks,0,63
air-force-falcons,penn-state-nittany-lions,1,27
air-force-falcons,pittsburgh-panthers,0,52
air-force-falcons,purdue-boilermakers,2,4
air-force-falcons,san-diego-state-aztecs,2,1
air-force-falcons,south-carolina-gamecocks,2,1
air-force-falcons,tennessee-volunteers,1,36
air-force-falcons,texas-am-aggies,0,63
air-force-falcons,texas-longhorns,2,25
air-force-falcons,ucf-knights,2,7
air-force-falcons,ucla-bruins,2,2
air-force-falcons,usc-trojans,0,59
air-force-falcons,utah-state-aggies,2,2
air-force-falcons,utah-utes,0,63
air-force-falcons,wake-forest-demon-deacons,1,36
air-force-falcons,wisconsin-badgers,0,55
alabama-crimson-tide,appalachian-state-mountaineers,63,0
alabama-crimson-tide,arkansas-razorbacks,63,0
alabama-crimson-tide,auburn-tigers,63,0
alabama-crimson-tide,baylor-bears,63,0
alabama-crimson-tide,boise-state-broncos,63,0
alabama-crimson-tide,byu-cougars,63,0
alabama-crimson-tide,cincinnati-bearcats,63,0
alabama-crimson-tide,clemson-tigers,63,0
alabama-crimson-tide,florida-gators,63,0
alabama-crimson-tide,fresno-state-bulldogs,63,0
alabama-crimson-tide,georgia-bulldogs,60,3
alabama-crimson-tide,houston-cougars,63,0
alabama-crimson-tide,iowa-hawkeyes,63,0
alabama-crimson-tide,kansas-state-wildcats,63,0
alabama-crimson-tide,kentucky-wildcats,63,0
alabama-crimson-tide,lsu-tigers,63,0
alabama-crimson-tide,miami-fl-hurricanes,63,0
alabama-crimson-tide,michigan-state-spartans,63,0
alabama-crimson-tide,michigan-wolverines,63,0
alabama-crimson-tide,minnesota-golden-gophers,63,0
alabama-crimson-tide,mississippi-state-bulldogs,63,0
alabama-crimson-tide,nebraska-cornhuskers,63,0
alabama-crimson-tide,north-carolina-state-wolfpack,63,0
alabama-crimson-tide,north-carolina-tar-heels,63,0
alabama-crimson-tide,notre-dame-fighting-irish,63,0
alabama-crimson-tide,ohio-state-buckeyes,57,6
alabama-crimson-tide,oklahoma-sooners,63,0
alabama-crimson-tide,oklahoma-state-cowboys,63,0
alabama-crimson-tide,ole-miss-rebels,63,0
alabama-crimson-tide,oregon-ducks,63,0
alabama-crimson-tide,penn-state-nittany-lions,63,0
alabama-crimson-tide,pittsburgh-panthers,63,0
alabama-crimson-tide,purdue-boilermakers,63,0
alabama-crimson-tide,san-diego-state-aztecs,63,0
alabama-crimson-tide,south-carolina-gamecocks,63,0
alabama-crimson-tide,tennessee-volunteers,63,0
alabama-crimson-tide,texas-am-aggies,63,0
alabama-crimson-tide,texas-longhorns,63,0
alabama-crimson-tide,ucf-knights,63,0
alabama-crimson-tide,ucla-bruins,63,0
alabama-crimson-tide,usc-trojans,63,0
alabama-crimson-tide,utah-state-aggies,63,0
alabama-crimson-tide,utah-utes,63,0
alabama-crimson-tide,wake-forest-demon-deacons,63,0
alabama-crimson-tide,wisconsin-badgers,63,0
appalachian-state-mountaineers,arkansas-razorbacks,2,47
appalachian-state-mountaineers,auburn-tigers,2,1
appalachian-state-mountaineers,baylor-bears,0,62
appalachian-state-mountaineers,boise-state-broncos,1,2
appalachian-state-mountaineers,byu-cougars,0,38
appalachian-state-mountaineers,cincinnati-bearcats,1,44
appalachian-state-mountaineers,clemson-tigers,0,63
appalachian-state-mountaineers,florida-gators,2,2
appalachian-state-mountaineers,fresno-state-bulldogs,2,8
appalachian-state-mountaineers,georgia-bulldogs,0,63
appalachian-state-mountaineers,houston-cougars,1,44
appalachian-state-mountaineers,iowa-hawkeyes,0,31
appalachian-state-mountaineers,kansas-state-wildcats,1,3
appalachian-state-mountaineers,kentucky-wildcats,1,51
appalachian-state-mountaineers,lsu-tigers,1,9
appalachian-state-mountaineers,miami-fl-hurricanes,0,52
appalachian-state-mountaineers,michigan-state-spartans,1,59
appalachian-state-mountaineers,michigan-wolverines,0,63
appalachian-state-mountaineers,minnesota-golden-gophers,2,7
appalachian-state-mountaineers,mississippi-state-bulldogs,2,4
appalachian-state-mountaineers,nebraska-cornhuskers,2,1
appalachian-state-mountaineers,north-carolina-state-wolfpack,0,62
appalachian-state-mountaineers,north-carolina-tar-heels,2,2
appalachian-state-mountaineers,notre-dame-fighting-irish,0,63
appalachian-state-mountaineers,ohio-state-buckeyes,0,63
appalachian-state-mountaineers,oklahoma-sooners,0,63
appalachian-state-mountaineers,oklahoma-state-cowboys,0,62
appalachian-state-mountaineers,ole-miss-rebels,1,42
appalachian-state-mountaineers,oregon-ducks,0,63
appalachian-state-mountaineers,penn-state-nittany-lions,2,26
appalachian-state-mountaineers,pittsburgh-panthers,0,52
appalachian-state-mountaineers,purdue-boilermakers,2,4
appalachian-state-mountaineers,san-diego-state-aztecs,2,1
appalachian-state-mountaineers,south-carolina-gamecocks,2,1
appalachian-state-mountaineers,tennessee-volunteers,1,36
appalachian-state-mountaineers,texas-am-aggies,0,63
appalachian-state-mountaineers,texas-longhorns,1,25
appalachian-state-mountaineers,ucf-knights,2,7
appalachian-state-mountaineers,ucla-bruins,2,2
appalachian-state-mountaineers,usc-trojans,0,59
appalachian-state-mountaineers,utah-state-aggies,2,2
appalachian-state-mountaineers,utah-utes,0,63
appalachian-state-mountaineers,wake-forest-demon-deacons,2,36
