PlayerA,PlayerB,A>B,B>A
Abreu,Altuve,26,3
Abreu,Bautista,18,10
Abreu,Beltre,26,2
Abreu,Brantley,7,22
Abreu,Cabrera,21,9
Abreu,Cano,17,12
Abreu,Cruz,16,13
Abreu,Donaldson,19,11
Abreu,Gordon,25,4
Abreu,Hernandez,24,3
Abreu,Holland,26,2
Abreu,Jones,24,5
Abreu,Kendrick,27,1
Abreu,Kluber,25,3
Abreu,Martinez,7,23
Abreu,Pujols,27,1
Abreu,Seager,27,0
Abreu,Shields,26,1
Abreu,Trout,0,30
Altuve,Bautista,8,21
Altuve,Beltre,15,8
Altuve,Brantley,4,26
Altuve,Cabrera,9,16
Altuve,Cano,6,23
Altuve,Cruz,8,17
Altuve,Donaldson,8,20
Altuve,Gordon,13,12
Altuve,Hernandez,16,8
Altuve,Holland,17,2
Altuve,Jones,14,8
Altuve,Kendrick,19,1
Altuve,Kluber,15,9
Altuve,Martinez,1,29
Altuve,Pujols,18,1
Altuve,Seager,19,1
Altuve,Shields,19,1
Altuve,Trout,0,30
Bautista,Beltre,25,2
Bautista,Brantley,7,22
Bautista,Cabrera,19,10
Bautista,Cano,16,14
Bautista,Cruz,16,14
Bautista,Donaldson,18,12
Bautista,Gordon,22,5
Bautista,Hernandez,21,5
Bautista,Holland,24,2
Bautista,Jones,24,3
Bautista,Kendrick,25,0
Bautista,Kluber,21,5
Bautista,Martinez,3,27
Bautista,Pujols,25,1
Bautista,Seager,25,0
Bautista,Shields,25,0
Bautista,Trout,0,30
Beltre,Brantley,0,27
Beltre,Cabrera,6,19
Beltre,Cano,4,20
Beltre,Cruz,6,16
Beltre,Donaldson,3,24
Beltre,Gordon,5,12
Beltre,Hernandez,5,7
Beltre,Holland,8,3
Beltre,Jones,7,9
Beltre,Kendrick,8,1
Beltre,Kluber,5,11
Beltre,Martinez,1,29
Beltre,Pujols,8,2
Beltre,Seager,8,1
Beltre,Shields,8,1
Beltre,Trout,0,30
Brantley,Cabrera,24,6
Brantley,Cano,21,9
Brantley,Cruz,21,9
Brantley,Donaldson,22,7
Brantley,Gordon,27,1
Brantley,Hernandez,25,3
Brantley,Holland,27,1
Brantley,Jones,26,2
Brantley,Kendrick,27,0
Brantley,Kluber,26,2
Brantley,Martinez,11,19
Brantley,Pujols,27,1
Brantley,Seager,27,0
Brantley,Shields,26,1
Brantley,Trout,0,30
Cabrera,Cano,9,19
Cabrera,Cruz,13,10
Cabrera,Donaldson,12,18
Cabrera,Gordon,18,10
Cabrera,Hernandez,18,7
Cabrera,Holland,20,1
Cabrera,Jones,18,7
Cabrera,Kendrick,21,0
Cabrera,Kluber,18,8
Cabrera,Martinez,2,27
Cabrera,Pujols,20,1
Cabrera,Seager,21,0
Cabrera,Shields,21,1
Cabrera,Trout,0,30
Cano,Cruz,16,10
Cano,Donaldson,18,10
Cano,Gordon,22,4
Cano,Hernandez,19,6
Cano,Holland,23,2
Cano,Jones,21,5
Cano,Kendrick,23,1
Cano,Kluber,19,8
Cano,Martinez,4,26
Cano,Pujols,23,1
Cano,Seager,23,0
Cano,Shields,23,0
Cano,Trout,0,30
Cruz,Donaldson,15,14
Cruz,Gordon,16,9
Cruz,Hernandez,16,6
Cruz,Holland,17,0
Cruz,Jones,17,5
Cruz,Kendrick,17,1
Cruz,Kluber,16,9
Cruz,Martinez,1,28
Cruz,Pujols,17,0
Cruz,Seager,17,0
Cruz,Shields,17,0
Cruz,Trout,0,30
Donaldson,Gordon,22,3
Donaldson,Hernandez,22,6
Donaldson,Holland,23,3
Donaldson,Jones,22,4
Donaldson,Kendrick,24,1
Donaldson,Kluber,21,7
Donaldson,Martinez,1,29
Donaldson,Pujols,24,2
Donaldson,Seager,25,0
Donaldson,Shields,25,0
Donaldson,Trout,0,30
Gordon,Hernandez,12,6
Gordon,Holland,13,3
Gordon,Jones,12,6
Gordon,Kendrick,13,0
Gordon,Kluber,12,7
Gordon,Martinez,2,28
Gordon,Pujols,13,2
Gordon,Seager,13,1
Gordon,Shields,13,1
Gordon,Trout,0,30
Hernandez,Holland,8,3
Hernandez,Jones,8,9
Hernandez,Kendrick,8,1
Hernandez,Kluber,7,6
Hernandez,Martinez,4,25
Hernandez,Pujols,8,2
Hernandez,Seager,8,1
Hernandez,Shields,8,1
Hernandez,Trout,0,30
Holland,Jones,3,8
Holland,Kendrick,3,1
Holland,Kluber,3,10
Holland,Martinez,0,29
Holland,Pujols,3,1
Holland,Seager,3,1
Holland,Shields,3,1
Holland,Trout,0,30
Jones,Kendrick,8,1
Jones,Kluber,7,11
Jones,Martinez,0,29
Jones,Pujols,9,0
Jones,Seager,9,1
Jones,Shields,9,0
Jones,Trout,0,30
Kendrick,Kluber,0,11
Kendrick,Martinez,0,29
Kendrick,Pujols,1,2
Kendrick,Seager,1,1
Kendrick,Shields,1,1
Kendrick,Trout,0,30
Kluber,Martinez,4,26
Kluber,Pujols,11,2
Kluber,Seager,11,1
Kluber,Shields,11,1
Kluber,Trout,0,30
Martinez,Pujols,29,0
Martinez,Seager,29,0
Martinez,Shields,29,0
Martinez,Trout,0,30
Pujols,Seager,2,1
Pujols,Shields,2,1
Pujols,Trout,0,30
Seager,Shields,1,1
Seager,Trout,0,30
Shields,Trout,0,30
