PlayerA,PlayerB,A>B,B>A
Abreu,Betts,2,20
Abreu,Bogaerts,1,28
Abreu,Bregman,0,30
Abreu,Chapman,2,26
Abreu,Cole,1,13
Abreu,Cruz,1,15
Abreu,Devers,0,11
Abreu,Kepler,2,1
Abreu,LeMahieu,0,29
Abreu,Lindor,2,4
Abreu,Martinez,2,1
Abreu,Meadows,2,7
Abreu,Moncada,2,1
Abreu,Morton,2,1
Abreu,Olson,2,1
Abreu,Polanco,2,7
Abreu,Rosario,2,1
Abreu,Santana,2,4
Abreu,Semien,0,30
Abreu,Soler,2,1
Abreu,Springer,1,21
Abreu,Torres,2,1
Abreu,Trout,0,30
Abreu,Verlander,1,12
Betts,Bogaerts,4,25
Betts,Bregman,0,30
Betts,Chapman,12,15
Betts,Cole,14,10
Betts,Cruz,13,12
Betts,Devers,17,8
Betts,Kepler,20,1
Betts,LeMahieu,5,25
Betts,Lindor,20,4
Betts,Martinez,20,1
Betts,Meadows,18,6
Betts,Moncada,20,0
Betts,Morton,20,1
Betts,Olson,20,0
Betts,Polanco,18,5
Betts,Rosario,20,1
Betts,Santana,19,2
Betts,Semien,0,30
Betts,Soler,20,1
Betts,Springer,12,13
Betts,Torres,20,2
Betts,Trout,0,30
Betts,Verlander,15,9
Bogaerts,Bregman,0,30
Bogaerts,Chapman,24,5
Bogaerts,Cole,22,7
Bogaerts,Cruz,24,6
Bogaerts,Devers,26,3
Bogaerts,Kepler,28,0
Bogaerts,LeMahieu,10,20
Bogaerts,Lindor,26,2
Bogaerts,Martinez,28,0
Bogaerts,Meadows,26,3
Bogaerts,Moncada,28,0
Bogaerts,Morton,28,0
Bogaerts,Olson,28,0
Bogaerts,Polanco,28,1
Bogaerts,Rosario,28,0
Bogaerts,Santana,28,0
Bogaerts,Semien,2,28
Bogaerts,Soler,28,0
Bogaerts,Springer,24,6
Bogaerts,Torres,27,1
Bogaerts,Trout,0,30
Bogaerts,Verlander,23,6
Bregman,Chapman,30,0
Bregman,Cole,30,0
Bregman,Cruz,30,0
Bregman,Devers,30,0
Bregman,Kepler,30,0
Bregman,LeMahieu,30,0
Bregman,Lindor,30,0
Bregman,Martinez,30,0
Bregman,Meadows,30,0
Bregman,Moncada,30,0
Bregman,Morton,30,0
Bregman,Olson,30,0
Bregman,Polanco,30,0
Bregman,Rosario,30,0
Bregman,Santana,30,0
Bregman,Semien,30,0
Bregman,Soler,30,0
Bregman,Springer,30,0
Bregman,Torres,30,0
Bregman,Trout,13,17
Bregman,Verlander,30,0
Chapman,Cole,18,10
Chapman,Cruz,17,12
Chapman,Devers,22,7
Chapman,Kepler,26,0
Chapman,LeMahieu,5,25
Chapman,Lindor,25,1
Chapman,Martinez,26,0
Chapman,Meadows,26,2
Chapman,Moncada,26,0
Chapman,Morton,26,0
Chapman,Olson,26,0
Chapman,Polanco,25,1
Chapman,Rosario,26,1
Chapman,Santana,26,1
Chapman,Semien,0,30
Chapman,Soler,26,0
Chapman,Springer,18,11
Chapman,Torres,25,2
Chapman,Trout,0,30
Chapman,Verlander,18,10
Cole,Cruz,10,14
Cole,Devers,12,8
Cole,Kepler,13,1
Cole,LeMahieu,5,25
Cole,Lindor,12,4
Cole,Martinez,13,1
Cole,Meadows,13,5
Cole,Moncada,13,0
Cole,Morton,13,1
Cole,Olson,13,0
Cole,Polanco,13,5
Cole,Rosario,13,2
Cole,Santana,13,4
Cole,Semien,1,29
Cole,Soler,13,1
Cole,Springer,11,14
Cole,Torres,13,2
Cole,Trout,0,30
Cole,Verlander,9,8
Cruz,Devers,13,8
Cruz,Kepler,15,1
Cruz,LeMahieu,2,27
Cruz,Lindor,15,2
Cruz,Martinez,15,1
Cruz,Meadows,14,4
Cruz,Moncada,15,1
Cruz,Morton,15,0
Cruz,Olson,15,1
Cruz,Polanco,13,6
Cruz,Rosario,15,2
Cruz,Santana,14,2
Cruz,Semien,0,30
Cruz,Soler,15,0
Cruz,Springer,8,15
Cruz,Torres,15,2
Cruz,Trout,0,30
Cruz,Verlander,14,11
Devers,Kepler,11,0
Devers,LeMahieu,1,28
Devers,Lindor,11,4
Devers,Martinez,11,1
Devers,Meadows,11,5
Devers,Moncada,11,1
Devers,Morton,11,1
