PlayerA,PlayerB,A>B,B>A
Cueto,Duda,8,1
Cueto,Freeman,8,1
Cueto,Gomez,8,5
Cueto,Gonzalez,7,14
Cueto,Gordon,8,1
Cueto,Harrison,6,15
Cueto,Holliday,8,4
Cueto,Kershaw,0,30
Cueto,Lucroy,1,27
Cueto,Martin,6,7
Cueto,McCutchen,0,30
Cueto,Mesoraco,8,2
Cueto,Morneau,8,1
Cueto,Pence,8,10
Cueto,Peralta,8,7
Cueto,Posey,2,26
Cueto,Puig,7,3
Cueto,Rendon,1,28
Cueto,Rizzo,5,11
Cueto,Span,8,2
Cueto,Stanton,0,30
Cueto,Tulowitzki,8,1
Cueto,Upton,8,4
Cueto,Wainwright,3,13
Cueto,Werth,8,5
Duda,Freeman,1,1
Duda,Gomez,1,6
Duda,Gonzalez,1,13
Duda,Gordon,1,1
Duda,Harrison,1,17
Duda,Holliday,0,4
Duda,Kershaw,0,30
Duda,Lucroy,0,28
Duda,Martin,1,8
Duda,McCutchen,0,30
Duda,Mesoraco,1,1
Duda,Morneau,1,1
Duda,Pence,1,10
Duda,Peralta,1,7
Duda,Posey,0,28
Duda,Puig,1,3
Duda,Rendon,1,29
Duda,Rizzo,1,14
Duda,Span,0,2
Duda,Stanton,0,30
Duda,Tulowitzki,1,1
Duda,Upton,1,6
Duda,Wainwright,1,14
Duda,Werth,1,5
Freeman,Gomez,1,6
Freeman,Gonzalez,1,14
Freeman,Gordon,1,1
Freeman,Harrison,1,17
Freeman,Holliday,1,4
Freeman,Kershaw,0,30
Freeman,Lucroy,0,28
Freeman,Martin,1,7
Freeman,McCutchen,0,30
Freeman,Mesoraco,1,2
Freeman,Morneau,1,1
Freeman,Pence,0,10
Freeman,Peralta,1,7
Freeman,Posey,0,28
Freeman,Puig,1,3
Freeman,Rendon,0,29
Freeman,Rizzo,0,14
Freeman,Span,1,2
Freeman,Stanton,0,30
Freeman,Tulowitzki,1,1
Freeman,Upton,1,6
Freeman,Wainwright,1,14
Freeman,Werth,1,5
Gomez,Gonzalez,4,14
Gomez,Gordon,6,1
Gomez,Harrison,3,16
Gomez,Holliday,6,4
Gomez,Kershaw,0,30
Gomez,Lucroy,1,28
Gomez,Martin,6,8
Gomez,McCutchen,0,30
Gomez,Mesoraco,6,2
Gomez,Morneau,6,0
Gomez,Pence,4,10
Gomez,Peralta,5,7
Gomez,Posey,1,28
Gomez,Puig,5,3
Gomez,Rendon,1,28
Gomez,Rizzo,4,12
Gomez,Span,6,2
Gomez,Stanton,0,30
Gomez,Tulowitzki,6,1
Gomez,Upton,6,6
Gomez,Wainwright,5,13
Gomez,Werth,5,4
Gonzalez,Gordon,14,0
Gonzalez,Harrison,11,12
Gonzalez,Holliday,13,1
Gonzalez,Kershaw,0,30
Gonzalez,Lucroy,5,25
Gonzalez,Martin,13,8
Gonzalez,McCutchen,0,30
Gonzalez,Mesoraco,13,2
Gonzalez,Morneau,14,0
Gonzalez,Pence,12,6
Gonzalez,Peralta,13,4
Gonzalez,Posey,5,24
Gonzalez,Puig,14,3
Gonzalez,Rendon,6,24
Gonzalez,Rizzo,13,13
